class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
52,Vaux's Swift,Vaux's Swift,species_label,likely_covered_species_page,Vaux's Swift,https://www.allaboutbirds.org/guide/Vauxs_Swift/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""long narrow swept-back wings"", ""brownish plumage""]",https://www.allaboutbirds.org/guide/Vauxs_Swift/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
53,Osprey,Osprey,species_label,likely_covered_species_page,Osprey,https://www.allaboutbirds.org/guide/Osprey/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large distinctively shaped body"", ""long narrow wings"", ""long legs"", ""brown upperparts"", ""white underparts"", ""prominent dark patch"", ""broad brown stripe"", ""white spots"", ""white breast""]",https://www.allaboutbirds.org/guide/Osprey/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
54,Crested Caracara,Crested Caracara,species_label,likely_covered_species_page,Crested Caracara,https://www.allaboutbirds.org/guide/Crested_Caracara/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""bulky raptor"", ""long legs"", ""flat head"", ""shaggy crest"", ""black-and-white yellow-orange legs"", ""white yellow-orange bill"", ""black cap"", ""white neck"", ""white cheek"", ""yellow-orange legs""]",https://www.allaboutbirds.org/guide/Crested_Caracara/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
55,Larks,Larks,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
56,Spotted Sandpiper,Spotted Sandpiper,species_label,likely_covered_species_page,Spotted Sandpiper,https://www.allaboutbirds.org/guide/Spotted_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""rounded breast"", ""spotted bold dark spots"", ""bright white breast"", ""orange bill"", ""plain white plumage""]",https://www.allaboutbirds.org/guide/Spotted_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
57,Canada Goose,Canada Goose,species_label,likely_covered_species_page,Canada Goose,https://www.allaboutbirds.org/guide/Canada_Goose/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""long neck"", ""large body"", ""large feet"", ""wide flat bill"", ""black head"", ""white cheek"", ""black neck"", ""tan breast"", ""brown back""]",https://www.allaboutbirds.org/guide/Canada_Goose/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
58,Great Blue Heron,Great Blue Heron,species_label,likely_covered_species_page,Great Blue Heron,https://www.allaboutbirds.org/guide/Great_Blue_Heron/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""long legs"", ""long neck"", ""long bill"", ""wide black stripe""]",https://www.allaboutbirds.org/guide/Great_Blue_Heron/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
59,Solitary Sandpiper,Solitary Sandpiper,species_label,likely_covered_species_page,Solitary Sandpiper,https://www.allaboutbirds.org/guide/Solitary_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small slender body"", ""long neck"", ""long bill"", ""long wings"", ""long legs"", ""dark olive-brown upperparts"", ""white eyering"", ""pale underparts"", ""white plumage"", ""brown plumage"", ""dark underwing feathers"", ""white belly""]",https://www.allaboutbirds.org/guide/Solitary_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
60,Mute Swan,Mute Swan,species_label,likely_covered_species_page,Mute Swan,https://www.allaboutbirds.org/guide/Mute_Swan/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""heavy body"", ""short legs"", ""long slender neck"", ""large flat bill"", ""white plumage"", ""gray-black bill""]",https://www.allaboutbirds.org/guide/Mute_Swan/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
61,Purple Gallinule,Purple Gallinule,species_label,likely_covered_species_page,Purple Gallinule,https://www.allaboutbirds.org/guide/Purple_Gallinule/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""short tail"", ""compact body"", ""long legs"", ""greenish wings"", ""greenish back"", ""yellow-tipped red bill"", ""bright yellow legs"", ""bright yellow feet"", ""brown upperparts"", ""brown underparts"", ""brown bill"", ""brown legs""]",https://www.allaboutbirds.org/guide/Purple_Gallinule/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
62,Western Screech-Owl,Western Screech-Owl,species_label,likely_covered_species_page,Western Screech-Owl,https://www.allaboutbirds.org/guide/Western_Screech-Owl/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small stocky body"", ""square head"", ""square neck"", ""square ear tufts"", ""white breast"", ""white belly"", ""dark spidery streaks"", ""dark arcs plumage""]",https://www.allaboutbirds.org/guide/Western_Screech-Owl/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
63,Gila Woodpecker,Gila Woodpecker,species_label,likely_covered_species_page,Gila Woodpecker,https://www.allaboutbirds.org/guide/Gila_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long pointed bill"", ""grayish-brown brilliant black plumage"", ""red patch""]",https://www.allaboutbirds.org/guide/Gila_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
64,Swallows,Swallows,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
65,Greater Yellowlegs,Greater Yellowlegs,species_label,likely_covered_species_page,Greater Yellowlegs,https://www.allaboutbirds.org/guide/Greater_Yellowlegs/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large lanky body"", ""long legs"", ""long neck"", ""thick-based upturned bill"", ""dark bands"", ""dark neck"", ""finely streaked neck"", ""finely streaked head"", ""bright white eyering"", ""occasionally orange plumage""]",https://www.allaboutbirds.org/guide/Greater_Yellowlegs/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
66,Swallow-tailed Kite,Swallow-tailed Kite,species_label,likely_covered_species_page,Swallow-tailed Kite,https://www.allaboutbirds.org/guide/Swallow-tailed_Kite/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large slender body"", ""long narrow pointed wings"", ""slim body"", ""forked tail"", ""bright-white head"", ""gleaming black wings"", ""gleaming black back"", ""gleaming black tail""]",https://www.allaboutbirds.org/guide/Swallow-tailed_Kite/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
